Age,Gender,Country,family_history,self_employed,no_employees,tech_company,Organizational_Care_1,Organizational_Care_2,Organizational_Access,Organizational_Support,Organizational_Protection,Organizational_Leave,mentalhealthconsequence,coworkers,supervisors,mentalimportance,mh_current,mh_diagnosed,mh_past,mh_treated,work_interfere_impact,work_interfere_treated,work_interfere_untreated,Organizational_Care_1_clean,Organizational_Access_clean,Organizational_Support_clean,Organizational_Protection_clean,Organizational_Leave_clean
27.0,Female,United States of America,No,0,500-1000,1.0,1.0,0.0,0.0,0.0,2.0,4.0,No,No,Maybe,6.0,No,No response,No,0,Unknown,Rarely,Never,Yes,No,No,I don't know,Somewhat difficult
36.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,0.0,1.0,2.0,1.0,"Yes, I observed",Yes,Yes,9.0,No,No response,Possibly,1,Unknown,Rarely,Sometimes,Yes,No,Yes,I don't know,Very easy
33.0,Male,United States of America,No,0,6-25,1.0,2.0,2.0,0.0,0.0,1.0,2.0,No,Maybe,Yes,3.0,No,No response,Yes,1,Unknown,Rarely,Rarely,I don't know,No,No,Yes,Somewhat easy
26.0,Male,United States of America,Yes,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"Yes, I observed",Maybe,No,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
24.0,Male,United States of America,No,0,More than 1000,0.0,2.0,0.0,,0.0,2.0,,No,No,No,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,Unknown,No,I don't know,I don't know
34.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Maybe/Not sure,Yes,Yes,5.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,Yes,Yes,I don't know,Somewhat easy
25.0,Male,United States of America,I don't know,0,26-100,1.0,1.0,0.0,1.0,0.0,2.0,,No,No,No,5.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Rarely,Yes,Yes,No,I don't know,I don't know
19.0,Female,United States of America,Yes,0,6-25,1.0,2.0,0.0,0.0,0.0,1.0,,No,Maybe,No,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,I don't know,No,No,Yes,I don't know
28.0,Male,United States of America,No,0,26-100,1.0,1.0,2.0,0.0,0.0,1.0,4.0,"Yes, I experienced",No,No,4.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,Yes,Somewhat difficult
26.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,0.0,1.0,0.0,1.0,2.0,"Yes, I observed",No,Yes,4.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Somewhat easy
32.0,Male,South Africa,Yes,0,1-5,1.0,0.0,0.0,,0.0,0.0,2.0,"Yes, I experienced",Maybe,Maybe,2.0,Yes,Yes,No,1,Unknown,Often,Often,No,Unknown,No,No,Somewhat easy
23.0,Male,United States of America,I don't know,0,500-1000,0.0,2.0,0.0,0.0,0.0,2.0,4.0,No,No,Maybe,2.0,Yes,Yes,Yes,1,Unknown,Often,Often,I don't know,No,No,I don't know,Somewhat difficult
46.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,2.0,No,Maybe,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
28.0,Male,United States of America,No,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,5.0,Maybe/Not sure,No,Yes,2.0,Possibly,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Difficult
38.0,Male,Norway,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Female,United States of America,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Maybe,0.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,I don't know,No,No,I don't know,Somewhat easy
26.0,Male,Brazil,No,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,4.0,Maybe/Not sure,Maybe,Yes,4.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat difficult
37.0,Female,Mauritius,No,0,6-25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,No,No,Maybe,5.0,No,No response,No,0,Unknown,Sometimes,Sometimes,Yes,Yes,No,Yes,Very easy
35.0,Male,United States of America,I don't know,0,100-500,1.0,1.0,1.0,1.0,1.0,2.0,3.0,"Yes, I observed",Maybe,Maybe,9.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,Yes,I don't know,Neither easy nor difficult
26.0,Female,United States of America,Yes,0,100-500,0.0,1.0,1.0,1.0,1.0,1.0,,"Yes, I experienced",No,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Never,Often,Yes,Yes,Yes,Yes,I don't know
29.0,Female,United Kingdom,No,0,26-100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,Yes,Maybe,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
57.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,2.0,1.0,,No,Maybe,Yes,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,I don't know,Yes,I don't know
38.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I observed",No,Yes,6.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
20.0,Female,United Kingdom,No,0,More than 1000,1.0,1.0,1.0,0.0,1.0,1.0,2.0,"Yes, I observed",Yes,Yes,8.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,No,Yes,Yes,Somewhat easy
41.0,Male,United States of America,Yes,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,5.0,No,Maybe,No,5.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Difficult
43.0,Male,United States of America,Yes,0,6-25,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Maybe/Not sure,No,Maybe,0.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Often,Yes,No,No,No,Somewhat difficult
35.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,0.0,1.0,,"Yes, I observed",Maybe,Yes,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,I don't know
40.0,Female,United States of America,Yes,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,3.0,"Yes, I observed",Yes,Yes,7.0,Possibly,No response,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Neither easy nor difficult
28.0,Male,Brazil,No,0,26-100,0.0,2.0,2.0,,2.0,0.0,3.0,Maybe/Not sure,Maybe,Maybe,2.0,Don't Know,No response,Possibly,0,Unknown,Sometimes,Sometimes,I don't know,Unknown,I don't know,No,Neither easy nor difficult
42.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Yes,Yes,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,Very easy
39.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,0.0,0.0,1.0,2.0,No,Maybe,Maybe,2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,Yes,Somewhat easy
28.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,2.0,1.0,3.0,"Yes, I experienced",Maybe,Yes,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,I don't know,Yes,Neither easy nor difficult
22.0,Male,India,No,0,6-25,1.0,0.0,2.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Yes,7.0,No,No response,No,0,Unknown,Sometimes,Not applicable to me,No,No,No,I don't know,Somewhat easy
29.0,Female,United States of America,Yes,0,100-500,1.0,1.0,1.0,1.0,0.0,2.0,4.0,Maybe/Not sure,Yes,No,5.0,No,No response,No,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Somewhat difficult
45.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Yes,Yes,No,0,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
27.0,Female,Saudi Arabia,Yes,0,More than 1000,1.0,0.0,0.0,0.0,0.0,2.0,5.0,Maybe/Not sure,No,No,1.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,Difficult
32.0,Female,Germany,No,0,26-100,0.0,2.0,0.0,0.0,0.0,2.0,4.0,"Yes, I observed",No,No,0.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat difficult
28.0,Male,United States of America,I don't know,0,500-1000,0.0,1.0,2.0,1.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Yes,6.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,No,I don't know,Somewhat easy
31.0,Male,United States of America,Yes,0,100-500,1.0,1.0,1.0,0.0,0.0,1.0,2.0,"Yes, I observed",Maybe,Yes,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,No,No,Yes,Somewhat easy
28.0,Male,Poland,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Yes,Yes,Possibly,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Female,Nigeria,No,0,More than 1000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,No,Maybe,No,0.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,No,Difficult
27.0,Female,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,,No,No,No,6.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,I don't know
36.0,Female,Ireland,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,No,No,10.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
37.0,Male,United States of America,Yes,0,More than 1000,1.0,0.0,0.0,1.0,0.0,0.0,5.0,"Yes, I observed",No,No,0.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,No,Yes,No,No,Difficult
27.0,Female,Kenya,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
53.0,Female,United States of America,Yes,0,100-500,1.0,1.0,2.0,1.0,0.0,1.0,1.0,No,Yes,No,5.0,No,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Very easy
32.0,Male,France,No,0,100-500,1.0,,0.0,,0.0,2.0,1.0,No,Maybe,Maybe,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Not eligible for coverage / NA,Unknown,No,I don't know,Very easy
25.0,Female,United States of America,Yes,0,1-5,1.0,2.0,0.0,0.0,0.0,2.0,4.0,No,Maybe,No,1.0,Yes,Yes,Possibly,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Somewhat difficult
29.0,Other,United States of America,Yes,0,6-25,1.0,,2.0,,0.0,2.0,5.0,Maybe/Not sure,Maybe,Maybe,4.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Not eligible for coverage / NA,Unknown,No,I don't know,Difficult
47.0,Male,United States of America,I don't know,0,26-100,1.0,1.0,1.0,0.0,0.0,1.0,4.0,No,Maybe,Yes,9.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,Yes,Somewhat difficult
36.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,No,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
61.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,2.0,0.0,0.0,2.0,4.0,"Yes, I observed",Maybe,Maybe,2.0,Don't Know,No response,Possibly,1,Unknown,Rarely,Often,Yes,No,No,I don't know,Somewhat difficult
28.0,Male,United States of America,No,0,6-25,1.0,1.0,2.0,0.0,0.0,1.0,,No,Maybe,Maybe,5.0,Possibly,No response,Yes,0,Unknown,Sometimes,Often,Yes,No,No,Yes,I don't know
31.0,Male,United States of America,Yes,0,500-1000,0.0,1.0,0.0,1.0,1.0,1.0,,No,Yes,Yes,8.0,Possibly,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,I don't know
35.0,Male,Uruguay,I don't know,0,6-25,1.0,0.0,0.0,,0.0,2.0,2.0,"Yes, I observed",Maybe,Maybe,4.0,No,No response,No,1,Unknown,Often,Rarely,No,Unknown,No,I don't know,Somewhat easy
40.0,Male,United States of America,Yes,0,26-100,1.0,2.0,2.0,0.0,0.0,2.0,2.0,No,Maybe,Yes,6.0,Yes,Yes,Don't Know,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Somewhat easy
32.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
41.0,Male,United States of America,No,0,26-100,1.0,1.0,2.0,0.0,0.0,1.0,2.0,No,Yes,Yes,5.0,No,No response,Yes,0,Unknown,Sometimes,Rarely,Yes,No,No,Yes,Somewhat easy
34.0,Male,United States of America,No,0,6-25,1.0,1.0,1.0,1.0,0.0,2.0,5.0,"Yes, I observed",No,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Rarely,Yes,Yes,No,I don't know,Difficult
31.0,Female,United States of America,Yes,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,3.0,"Yes, I observed",Maybe,Maybe,3.0,Yes,Yes,Yes,1,Unknown,Often,Often,I don't know,No,No,I don't know,Neither easy nor difficult
35.0,Female,United States of America,I don't know,0,More than 1000,0.0,1.0,2.0,1.0,0.0,1.0,1.0,No,Yes,Yes,7.0,Yes,Yes,No,1,Unknown,Often,Often,Yes,Yes,No,Yes,Very easy
27.0,Female,United States of America,Yes,0,500-1000,1.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I experienced",Yes,Maybe,8.0,Possibly,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
42.0,Female,United States of America,Yes,0,100-500,1.0,1.0,1.0,0.0,0.0,1.0,2.0,No,Maybe,Yes,8.0,No,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,No,No,Yes,Somewhat easy
67.0,Female,United States of America,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,Yes,1,Not applicable to me,Rarely,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
56.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,0.0,1.0,0.0,1.0,2.0,"Yes, I observed",No,No,2.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Somewhat easy
27.0,Female,United States of America,Yes,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,3.0,"Yes, I experienced",Maybe,Maybe,3.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,No,No,I don't know,Neither easy nor difficult
37.0,Female,United Kingdom,Yes,0,More than 1000,1.0,1.0,2.0,0.0,0.0,1.0,4.0,"Yes, I observed",Yes,Yes,6.0,Don't Know,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,No,No,Yes,Somewhat difficult
40.0,Male,Serbia,I don't know,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Possibly,No response,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Female,United Kingdom,I don't know,0,26-100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Yes,No,8.0,Yes,Yes,Possibly,0,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,Very easy
39.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,2.0,0.0,2.0,1.0,4.0,Maybe/Not sure,Maybe,Yes,5.0,Possibly,No response,No,0,Unknown,Rarely,Often,Yes,No,I don't know,Yes,Somewhat difficult
30.0,Female,United States of America,Yes,0,6-25,1.0,,0.0,,0.0,2.0,,"Yes, I experienced",Maybe,Maybe,6.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Not eligible for coverage / NA,Unknown,No,I don't know,I don't know
31.0,Male,Netherlands,No,0,6-25,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Yes,Yes,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
36.0,Male,Italy,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Yes,Yes,No,1,Yes,Sometimes,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
46.0,Male,United Kingdom,Yes,0,6-25,1.0,1.0,0.0,1.0,0.0,2.0,,"Yes, I experienced",Maybe,No,8.0,No,No response,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,I don't know
45.0,Female,United States of America,Yes,0,500-1000,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Maybe/Not sure,Maybe,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Somewhat difficult
25.0,Male,Bangladesh,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Possibly,No response,No,0,Yes,Rarely,Rarely,Unknown,Unknown,Unknown,Unknown,Unknown
38.0,Female,United States of America,Yes,0,More than 1000,0.0,,0.0,,0.0,2.0,,"Yes, I experienced",Maybe,Maybe,0.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Not eligible for coverage / NA,Unknown,No,I don't know,I don't know
41.0,Male,United States of America,No,0,26-100,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Maybe/Not sure,No,Yes,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,I don't know,Very easy
37.0,Male,United States of America,Yes,0,100-500,1.0,1.0,1.0,1.0,2.0,1.0,2.0,No,Yes,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,I don't know,Yes,Somewhat easy
33.0,Female,United States of America,No,0,26-100,1.0,2.0,0.0,0.0,0.0,1.0,1.0,No,No,No,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,Yes,Very easy
28.0,Other,United States of America,Yes,0,26-100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Yes, I experienced",Maybe,Yes,9.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,Very easy
34.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
29.0,Female,Canada,Yes,0,26-100,1.0,1.0,0.0,1.0,0.0,2.0,,"Yes, I experienced",Yes,Yes,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,I don't know
28.0,Female,United States of America,Yes,0,500-1000,0.0,1.0,0.0,1.0,0.0,2.0,3.0,"Yes, I observed",Yes,Yes,5.0,Yes,Yes,Yes,1,Unknown,Never,Often,Yes,Yes,No,I don't know,Neither easy nor difficult
41.0,Male,Australia,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
38.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,0.0,1.0,2.0,,Maybe/Not sure,Yes,Maybe,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Sometimes,Yes,No,Yes,I don't know,I don't know
37.0,Other,Netherlands,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,Possibly,1,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
42.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I observed",Maybe,No,6.0,No,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
28.0,Female,United States of America,Yes,0,100-500,1.0,1.0,0.0,0.0,1.0,2.0,2.0,Maybe/Not sure,Maybe,Maybe,4.0,Yes,Yes,Yes,0,Unknown,Never,Often,Yes,No,Yes,I don't know,Somewhat easy
30.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,,"Yes, I observed",Yes,Yes,8.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,Yes,I don't know
25.0,Female,United Kingdom,No,0,6-25,1.0,1.0,1.0,1.0,1.0,2.0,1.0,No,Yes,Yes,9.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,I don't know,Very easy
54.0,Male,United Kingdom,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Possibly,No response,Yes,0,Yes,Sometimes,Rarely,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Male,United Kingdom,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
32.0,Male,United Kingdom,I don't know,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Don't Know,No response,Yes,1,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
44.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,0.0,2.0,5.0,"Yes, I experienced",Yes,No,1.0,Possibly,No response,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,I don't know,Difficult
28.0,Male,United States of America,Yes,0,500-1000,0.0,1.0,0.0,0.0,0.0,2.0,,"Yes, I observed",No,Yes,0.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,I don't know
41.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,2.0,0.0,0.0,2.0,1.0,"Yes, I observed",Yes,Maybe,5.0,Possibly,No response,Yes,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,Very easy
38.0,Male,United States of America,No,0,26-100,0.0,1.0,1.0,0.0,0.0,2.0,2.0,No,Maybe,Maybe,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Somewhat easy
37.0,Male,United States of America,I don't know,0,100-500,1.0,1.0,2.0,1.0,0.0,2.0,,Maybe/Not sure,Maybe,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,I don't know
36.0,Male,Japan,Yes,0,100-500,0.0,2.0,2.0,,0.0,2.0,4.0,No,Yes,Yes,5.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,Unknown,No,I don't know,Somewhat difficult
33.0,Male,United States of America,No,0,More than 1000,0.0,2.0,2.0,0.0,0.0,2.0,3.0,No,Maybe,Maybe,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Neither easy nor difficult
35.0,Female,United States of America,I don't know,0,More than 1000,0.0,1.0,1.0,1.0,1.0,1.0,2.0,"Yes, I observed",Yes,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,Yes,Somewhat easy
31.0,Male,Colombia,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,No,0,No,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
43.0,Male,United States of America,No,0,More than 1000,1.0,1.0,0.0,1.0,0.0,1.0,2.0,No,Maybe,Maybe,5.0,Yes,Yes,Possibly,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Somewhat easy
34.0,Male,United States of America,Yes,0,26-100,1.0,,1.0,,1.0,1.0,1.0,No,Yes,Yes,10.0,Possibly,No response,Yes,1,Unknown,Not applicable to me,Not applicable to me,Not eligible for coverage / NA,Unknown,Yes,Yes,Very easy
44.0,Female,United States of America,Yes,0,1-5,1.0,0.0,1.0,,1.0,1.0,2.0,Maybe/Not sure,Maybe,Yes,8.0,Possibly,No response,Yes,1,Unknown,Sometimes,Often,No,Unknown,Yes,Yes,Somewhat easy
38.0,Male,United States of America,Yes,0,500-1000,1.0,1.0,1.0,1.0,0.0,1.0,2.0,Maybe/Not sure,Maybe,Yes,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Somewhat easy
55.0,Male,United States of America,No,0,1-5,1.0,0.0,0.0,,0.0,1.0,2.0,No,Maybe,Maybe,5.0,No,No response,No,0,Unknown,Sometimes,Not applicable to me,No,Unknown,No,Yes,Somewhat easy
25.0,Male,India,I don't know,0,100-500,1.0,,2.0,0.0,0.0,2.0,1.0,No,No,No,4.0,Possibly,No response,Don't Know,0,Unknown,Not applicable to me,Often,Not eligible for coverage / NA,No,No,I don't know,Very easy
37.0,Male,United States of America,Yes,0,100-500,0.0,1.0,2.0,1.0,0.0,2.0,5.0,No,No,No,0.0,Yes,Yes,No,1,Unknown,Rarely,Often,Yes,Yes,No,I don't know,Difficult
39.0,Male,United States of America,No,0,100-500,1.0,1.0,1.0,0.0,1.0,2.0,1.0,No,Yes,Maybe,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,Yes,I don't know,Very easy
23.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,2.0,2.0,3.0,"Yes, I observed",Maybe,Maybe,7.0,Possibly,No response,Yes,0,Unknown,Rarely,Sometimes,Yes,Yes,I don't know,I don't know,Neither easy nor difficult
34.0,Female,United States of America,I don't know,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,Don't Know,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
43.0,Male,United States of America,I don't know,0,26-100,1.0,1.0,0.0,0.0,0.0,2.0,4.0,No,Maybe,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,No,No,I don't know,Somewhat difficult
29.0,Male,United States of America,Yes,0,6-25,0.0,2.0,2.0,0.0,0.0,1.0,3.0,Maybe/Not sure,Maybe,Yes,6.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,Yes,Neither easy nor difficult
25.0,Male,United States of America,Yes,0,6-25,1.0,0.0,0.0,,0.0,2.0,2.0,No,Yes,Yes,4.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Somewhat easy
